 [2023-03-21 11:36:26,230] Pre-Condition- Step 01: Open browser and navigate to website
 [2023-04-12 13:37:29,594] Admin_05 - Step_01: Click to 'Products' in 'Catalog' menu
 [2023-04-12 13:37:31,221] Admin_05 - Step_02: Enter to 'Product name' textbox
 [2023-04-12 13:37:31,402] Admin_05 - Step_03: Select 'All' in 'Catagory' dropdown
 [2023-04-12 13:37:31,500] Admin_05 - Step_04: Select 'Apple' in 'Manufacturer' dropdown
 [2023-04-12 13:37:31,834] Admin_05 - Step_05: Click to 'Search' button
 [2023-04-12 13:37:35,202] Admin_05 - Step_06: Verify 'No data available in table' message is displayed
 [2023-04-12 13:37:35,280] Admin_06 - Step_01: Click to 'Products' in 'Catalog' menu
 [2023-04-12 13:37:36,913] Admin_06 - Step_02: Enter to 'Go directly to product SKU' textbox
 [2023-04-12 13:37:37,104] Admin_06 - Step_03: Click to 'Go' button
 [2023-04-12 13:37:38,514] Admin_06 - Step_04: Verify 'Product name' is 'Lenovo IdeaCentre 600 All-in-One PC'
 [2023-04-12 13:37:38,693] Admin_06 - Step_05: Switch to 'Product Info Description' iframe
 [2023-04-12 13:37:39,356] Admin_06 - Step_06: Verify 'Lenovo IdeaCentre 600 All-in-One PC' infomation
 [2023-04-12 13:37:39,565] Admin_06 - Step_05: Switch to Default content
 [2023-04-12 13:37:39,578] Admin_07 - Step_01: Click to 'Customers' menu
 [2023-04-12 13:37:39,738] Admin_07 - Step_02: Click to 'Customers' in 'Customers' menu
 [2023-04-12 13:37:40,666] Admin_07 - Step_03: Click to 'Add new' button
 [2023-04-12 13:37:40,841] Admin_07 - Step_04: Enter to 'Email' textbox with value is 'automationfc16888@gmail.com'
 [2023-04-12 13:37:42,333] Admin_07 - Step_05: Enter to 'Password' textbox with value is '123456'
 [2023-04-12 13:37:43,522] Admin_07 - Step_06: Enter to 'First name' textbox with value is 'Automation'
 [2023-04-12 13:37:44,679] Admin_07 - Step_06: Enter to 'Last name' textbox with value is 'FC'
 [2023-04-12 13:37:45,832] Admin_07 - Step_08: Check to 'Male' in Gender radio
 [2023-04-12 13:37:46,141] Admin_07 - Step_09: Enter to 'Data of birth' with value is '1/1/2020'
 [2023-04-12 13:37:47,259] Admin_07 - Step_09: Enter to 'Company name' with value is 'AutomationFC'
 [2023-04-12 13:37:48,432] Admin_07 - Step_11: Check to 'Active' checkbox
 [2023-04-12 13:37:48,525] Admin_07 - Step_12: Enter to 'Admin comment' textbox with value is 'Add new customer (Guest)'
 [2023-04-12 13:37:48,683] Admin_07 - Step_13: Click to 'Save and Continue Edit' button
 [2023-04-12 13:37:49,684] Admin_07 - Step_14: Verify 'New customer has been added successfully' message is displayed
 [2023-04-12 13:37:49,923] Admin_07 - Step_15: Verify 'Email' value is 'automationfc16888@gmail.com'
 [2023-04-12 13:37:50,023] Admin_07 - Step_16: Verify 'First name' value is 'Automation'
 [2023-04-12 13:37:50,102] Admin_07 - Step_17: Verify 'Last name' value is 'FC'
 [2023-04-12 13:37:50,197] Admin_07 - Step_18: Verify 'Male' radio button is checked
 [2023-04-12 13:37:50,261] Admin_07 - Step_19: Verify 'Data of birth' value is '1/1/2020'
 [2023-04-12 13:37:50,336] Admin_07 - Step_20: Verify 'Company name' value is 'AutomationFC'
 [2023-04-12 13:37:50,416] Admin_07 - Step_21: Verify 'Registered' is selected in 'Customer roles' dropdown
 [2023-04-12 13:37:50,523] Admin_07 - Step_22: Verify 'Active' checkbox is checked
 [2023-04-12 13:37:50,587] Admin_07 - Step_23: Verify 'Admin comment' value is 'Add new customer (Guest)'
 [2023-04-12 13:37:50,633] Admin_07 - Step_24: Click to 'back to customer list' link
 [2023-04-12 13:37:51,233] Admin_07 - Step_25: Click to 'Search' button
 [2023-04-12 13:37:53,154] Admin_07 - Step_26: Verify Customer Info is displayed
 [2023-04-12 13:37:53,262] Admin_08 - Step_01: Click to 'Customers' in 'Customers' menu
 [2023-04-12 13:37:54,866] Admin_08 - Step_02: Enter to 'Email' textbox with value is 'automationfc16888@gmail.com'
 [2023-04-12 13:37:56,027] Admin_08 - Step_05: Click to 'Search' button
 [2023-04-12 13:37:57,414] Admin_08 - Step_06: Verify Customer Info is displayed
 [2023-04-12 13:37:57,511] Admin_09 - Step_01: Click to 'Customers' in 'Customers' menu
 [2023-04-12 13:37:59,147] Admin_09 - Step_02: Enter to 'Firstname' textbox with value is 'Automation'
 [2023-04-12 13:38:00,299] Admin_09 - Step_03: Enter to 'Lastname' textbox with value is 'FC'
 [2023-04-12 13:38:01,438] Admin_09 - Step_06: Click to 'Search' button
 [2023-04-12 13:38:02,792] Admin_09 - Step_07: Verify Customer Info is displayed
 [2023-04-12 13:38:02,908] Admin_10 - Step_01: Click to 'Customers' in 'Customers' menu
 [2023-04-12 13:38:04,604] Admin_10 - Step_02: Enter to 'Company' textbox with value is 'AutomationFC'
 [2023-04-12 13:38:05,762] Admin_10 - Step_05: Click to 'Search' button
 [2023-04-12 13:38:07,104] Admin_10 - Step_06: Verify Customer Info is displayed
 [2023-04-12 13:38:07,237] Admin_11 - Step_01: Click to 'Customers' in 'Customers' menu
 [2023-04-12 13:38:08,903] Admin_11 - Step_02: Enter to 'Email' textbox with value is 'automationfc16888@gmail.com'
 [2023-04-12 13:38:10,085] Admin_11 - Step_03: Enter to 'Firstname' textbox with value is 'Automation'
 [2023-04-12 13:38:11,260] Admin_11 - Step_04: Enter to 'Lastname' textbox with value is 'FC'
 [2023-04-12 13:38:12,403] Admin_11 - Step_05: Select '1' in 'Month' dropdown
 [2023-04-12 13:38:12,755] Admin_11 - Step_06: Select '1' in 'Day' dropdown
 [2023-04-12 13:38:13,086] Admin_11 - Step_07: Enter to 'Company' textbox with value is 'AutomationFC'
 [2023-04-12 13:38:14,223] Admin_11 - Step_10: Click to 'Search' button
 [2023-04-12 13:38:15,580] Admin_11 - Step_11: Verify Customer Info is displayed
 [2023-04-12 13:38:15,656] Admin_12 - Step_01: Click to 'Customers' in 'Customers' menu
 [2023-04-12 13:38:17,269] Admin_12 - Step_02: Enter to 'Email' textbox with value is 'automationfc16888@gmail.com'
 [2023-04-12 13:38:18,471] Admin_12 - Step_03: Enter to 'Firstname' textbox with value is 'Automation'
 [2023-04-12 13:38:19,630] Admin_12 - Step_04: Enter to 'Lastname' textbox with value is 'FC'
 [2023-04-12 13:38:20,785] Admin_12 - Step_05: Select '1' in 'Month' dropdown
 [2023-04-12 13:38:21,125] Admin_12 - Step_06: Select '1' in 'Day' dropdown
 [2023-04-12 13:38:21,494] Admin_12 - Step_07: Enter to 'Company' textbox with value is 'AutomationFC'
 [2023-04-12 13:38:22,628] Admin_12 - Step_10: Click to 'Search' button
 [2023-04-12 13:38:23,956] Admin_12 - Step_11: Click to 'Edit' button
 [2023-04-12 13:38:25,671] Admin_12 - Step_12: Enter to 'Email' textbox with value is 'edit_automationfc16888@gmail.com'
 [2023-04-12 13:38:26,849] Admin_12 - Step_13: Enter to 'First name' textbox with value is 'Edit Automation'
 [2023-04-12 13:38:28,009] Admin_12 - Step_14: Enter to 'Last name' textbox with value is 'Edit FC'
 [2023-04-12 13:38:29,198] Admin_12 - Step_15: Enter to 'Date of birth' textbox with value is '2/2/2020'
 [2023-04-12 13:38:30,367] Admin_12 - Step_16: Enter to 'Company name' textbox with value is 'Edit AutomationFC'
 [2023-04-12 13:38:31,584] Admin_12 - Step_17: Enter to 'Admin comment' textbox with value is 'Edit Add new customer (Guest)'
 [2023-04-12 13:38:31,800] Admin_12 - Step_18: Click to 'Save' button
 [2023-04-12 13:38:32,706] Admin_12 - Step_19: Verify 'The customer has been updated successfully' message is displayed
 [2023-04-12 13:38:32,889] Admin_15 - Step_01: Click to 'Customers' in 'Customers' menu
 [2023-04-12 13:38:33,681] Admin_12 - Step_20: Enter to 'Email' textbox with value is 'edit_automationfc16888@gmail.com'
 [2023-04-12 13:38:34,848] Admin_12 - Step_21: Enter to 'Firstname' textbox with value is 'Edit Automation'
 [2023-04-12 13:38:36,005] Admin_12 - Step_22: Enter to 'Lastname' textbox with value is 'Edit FC'
 [2023-04-12 13:38:37,173] Admin_12 - Step_23: Select '2' in 'Month' dropdown
 [2023-04-12 13:38:37,528] Admin_12 - Step_24: Select '2' in 'Day' dropdown
 [2023-04-12 13:38:37,874] Admin_12 - Step_25: Enter to 'Company' textbox with value is 'Edit AutomationFC'
 [2023-04-12 13:38:39,030] Admin_12 - Step_28: Click to 'Search' button
 [2023-04-12 13:38:40,388] Admin_12 - Step_29: Verify 'edit_automationfc16888@gmail.com' is displayed in Customer Info
 [2023-04-12 13:38:40,480] Admin_12 - Step_29: Verify 'Edit Automation Edit FC' is displayed in Customer Info
 [2023-04-12 13:38:40,542] Admin_12 - Step_29: Verify 'Edit AutomationFC' is displayed in Customer Info
 [2023-04-12 13:38:40,605] Admin_13 - Step_01: Click to 'Customers' in 'Customers' menu
 [2023-04-12 13:38:42,246] Admin_13 - Step_02: Enter to 'Email' textbox with value is 'edit_automationfc16888@gmail.com'
 [2023-04-12 13:38:43,420] Admin_13 - Step_03: Enter to 'Firstname' textbox with value is 'Edit Automation'
 [2023-04-12 13:38:44,605] Admin_13 - Step_04: Enter to 'Lastname' textbox with value is 'Edit FC'
 [2023-04-12 13:38:45,775] Admin_13 - Step_05: Select '2' in 'Month' dropdown
 [2023-04-12 13:38:46,153] Admin_13 - Step_06: Select '2' in 'Day' dropdown
 [2023-04-12 13:38:46,476] Admin_13 - Step_07: Enter to 'Company' textbox with value is 'Edit AutomationFC'
 [2023-04-12 13:38:47,606] Admin_13 - Step_10: Click to 'Search' button
 [2023-04-12 13:38:48,979] Admin_13 - Step_11: Click to 'Edit' button
 [2023-04-12 13:38:50,649] Admin_13 - Step_12: Click to 'Address' button
 [2023-04-12 13:38:53,784] Admin_13 - Step_13: Click to 'Add new address' button
 [2023-04-12 13:39:14,121] OS name = windows 11
 [2023-04-12 13:39:14,121] Driver instance name = firefoxdriver: firefox on windows (4481b2c3-4286-4f69-ad13-9b3b810034b2)
 [2023-04-12 13:40:50,717] Pre-Conditon - Step_01: Open browser and login to Admin page
 [2023-04-12 13:40:57,937] Admin_01 - Step_01: Click to 'Catalog' menu
 [2023-04-12 13:40:58,074] Admin_01 - Step_02: Click to 'Products' in 'Catalog' menu
 [2023-04-12 13:41:01,213] Admin_01 - Step_03: Enter to 'Product name' textbox
 [2023-04-12 13:41:01,341] Admin_01 - Step_04: Click to 'Search' button
 [2023-04-12 13:41:04,705] Admin_01 - Step_05: Verify 'Product name' is equals 'Lenovo IdeaCentre 600 All-in-One PC'
 [2023-04-12 13:41:04,836] Admin_01 - Step_06: Verify 'SKU' is equals 'LE_IC_600'
 [2023-04-12 13:41:04,897] Admin_01 - Step_07: Verify 'Price' is equals '500'
 [2023-04-12 13:41:04,964] Admin_01 - Step_08: Verify 'Stock quantity' is equals '10000'
 [2023-04-12 13:41:05,047] Admin_01 - Step_09: Verify 'Published icon' is displayed
 [2023-04-12 13:41:05,167] Admin_02 - Step_01: Click to 'Products' in 'Catalog' menu
 [2023-04-12 13:41:06,843] Admin_02 - Step_02: Enter to 'Product name' textbox
 [2023-04-12 13:41:07,027] Admin_02 - Step_03: Select 'Computers' in 'Catagory' dropdown
 [2023-04-12 13:41:07,420] Admin_02 - Step_04: Click to 'Search' button
 [2023-04-12 13:41:10,739] Admin_02 - Step_05: Verify 'No data available in table' message is displayed
 [2023-04-12 13:41:10,856] Admin_03 - Step_01: Click to 'Products' in 'Catalog' menu
 [2023-04-12 13:41:12,543] Admin_03 - Step_02: Enter to 'Product name' textbox
 [2023-04-12 13:41:12,725] Admin_03 - Step_03: Select 'Computers' in 'Catagory' dropdown
 [2023-04-12 13:41:13,138] Admin_03 - Step_04: Check to 'Search subcategories' checkbox
 [2023-04-12 13:41:13,473] Admin_03 - Step_05: Click to 'Search' button
 [2023-04-12 13:41:16,826] Admin_03 - Step_06: Verify 'Product name' is equals 'Lenovo IdeaCentre 600 All-in-One PC'
 [2023-04-12 13:41:16,902] Admin_04 - Step_01: Click to 'Products' in 'Catalog' menu
 [2023-04-12 13:41:18,528] Admin_04 - Step_02: Enter to 'Product name' textbox
 [2023-04-12 13:41:18,776] Admin_04 - Step_03: Select 'Computers >> Desktops' in 'Catagory' dropdown
 [2023-04-12 13:41:19,125] Admin_04 - Step_04: Click to 'Search' button
 [2023-04-12 13:41:22,482] Admin_04 - Step_05: Verify 'Product name' is equals 'Lenovo IdeaCentre 600 All-in-One PC'
 [2023-04-12 13:41:22,601] Admin_05 - Step_01: Click to 'Products' in 'Catalog' menu
 [2023-04-12 13:41:24,234] Admin_05 - Step_02: Enter to 'Product name' textbox
 [2023-04-12 13:41:24,429] Admin_05 - Step_03: Select 'All' in 'Catagory' dropdown
 [2023-04-12 13:41:24,559] Admin_05 - Step_04: Select 'Apple' in 'Manufacturer' dropdown
 [2023-04-12 13:41:24,906] Admin_05 - Step_05: Click to 'Search' button
 [2023-04-12 13:41:28,227] Admin_05 - Step_06: Verify 'No data available in table' message is displayed
 [2023-04-12 13:41:28,336] Admin_06 - Step_01: Click to 'Products' in 'Catalog' menu
 [2023-04-12 13:41:30,018] Admin_06 - Step_02: Enter to 'Go directly to product SKU' textbox
 [2023-04-12 13:41:30,192] Admin_06 - Step_03: Click to 'Go' button
 [2023-04-12 13:41:33,073] Admin_06 - Step_04: Verify 'Product name' is 'Lenovo IdeaCentre 600 All-in-One PC'
 [2023-04-12 13:41:33,229] Admin_06 - Step_05: Switch to 'Product Info Description' iframe
 [2023-04-12 13:41:35,197] Admin_06 - Step_06: Verify 'Lenovo IdeaCentre 600 All-in-One PC' infomation
 [2023-04-12 13:41:35,311] Admin_06 - Step_05: Switch to Default content
 [2023-04-12 13:41:35,321] Admin_07 - Step_01: Click to 'Customers' menu
 [2023-04-12 13:41:35,447] Admin_07 - Step_02: Click to 'Customers' in 'Customers' menu
 [2023-04-12 13:41:38,034] Admin_07 - Step_03: Click to 'Add new' button
 [2023-04-12 13:41:38,194] Admin_07 - Step_04: Enter to 'Email' textbox with value is 'automationfc50717@gmail.com'
 [2023-04-12 13:41:39,959] Admin_07 - Step_05: Enter to 'Password' textbox with value is '123456'
 [2023-04-12 13:41:41,111] Admin_07 - Step_06: Enter to 'First name' textbox with value is 'Automation'
 [2023-04-12 13:41:42,271] Admin_07 - Step_06: Enter to 'Last name' textbox with value is 'FC'
 [2023-04-12 13:41:43,420] Admin_07 - Step_08: Check to 'Male' in Gender radio
 [2023-04-12 13:41:43,749] Admin_07 - Step_09: Enter to 'Data of birth' with value is '1/1/2020'
 [2023-04-12 13:41:44,890] Admin_07 - Step_09: Enter to 'Company name' with value is 'AutomationFC'
 [2023-04-12 13:41:46,069] Admin_07 - Step_11: Check to 'Active' checkbox
 [2023-04-12 13:41:46,158] Admin_07 - Step_12: Enter to 'Admin comment' textbox with value is 'Add new customer (Guest)'
 [2023-04-12 13:41:46,305] Admin_07 - Step_13: Click to 'Save and Continue Edit' button
 [2023-04-12 13:41:47,393] Admin_07 - Step_14: Verify 'New customer has been added successfully' message is displayed
 [2023-04-12 13:41:47,579] Admin_07 - Step_15: Verify 'Email' value is 'automationfc50717@gmail.com'
 [2023-04-12 13:41:47,675] Admin_07 - Step_16: Verify 'First name' value is 'Automation'
 [2023-04-12 13:41:47,761] Admin_08 - Step_01: Click to 'Customers' in 'Customers' menu
 [2023-04-12 13:41:49,579] Admin_08 - Step_02: Enter to 'Email' textbox with value is 'automationfc50717@gmail.com'
 [2023-04-12 13:42:09,639] Admin_09 - Step_01: Click to 'Customers' in 'Customers' menu
 [2023-04-12 13:42:11,344] Admin_09 - Step_02: Enter to 'Firstname' textbox with value is 'Automation'
 [2023-04-12 13:42:12,531] Admin_09 - Step_03: Enter to 'Lastname' textbox with value is 'FC'
 [2023-04-12 13:42:13,669] Admin_09 - Step_06: Click to 'Search' button
 [2023-04-12 13:42:15,024] Admin_09 - Step_07: Verify Customer Info is displayed
 [2023-04-12 13:42:29,261] Admin_10 - Step_01: Click to 'Customers' in 'Customers' menu
 [2023-04-12 13:42:29,414] Admin_11 - Step_01: Click to 'Customers' in 'Customers' menu
 [2023-04-12 13:42:29,435] Admin_12 - Step_01: Click to 'Customers' in 'Customers' menu
 [2023-04-12 13:42:29,450] Admin_13 - Step_01: Click to 'Customers' in 'Customers' menu
 [2023-04-12 13:42:29,467] OS name = windows 11
 [2023-04-12 13:42:29,467] Driver instance name = firefoxdriver: firefox on windows (3674b18a-cb96-4be2-958f-ac6075bf551f)
 [2023-04-12 13:42:29,481] Tried to run command without establishing a connection
Build info: version: '3.141.59', revision: 'e82be7d358', time: '2018-11-14T08:25:53'
System info: host: 'GIGO', ip: '192.168.57.1', os.name: 'Windows 11', os.arch: 'amd64', os.version: '10.0', java.version: '11.0.15.1'
Driver info: org.openqa.selenium.firefox.FirefoxDriver
Capabilities {acceptInsecureCerts: true, browserName: firefox, browserVersion: 110.0, javascriptEnabled: true, moz:accessibilityChecks: false, moz:buildID: 20230214051806, moz:geckodriverVersion: 0.32.2, moz:headless: false, moz:platformVersion: 10.0, moz:processID: 2088, moz:profile: C:\Users\leduc\AppData\Loca..., moz:shutdownTimeout: 60000, moz:useNonSpecCompliantPointerOrigin: false, moz:webdriverClick: true, moz:windowless: false, pageLoadStrategy: normal, platform: WINDOWS, platformName: WINDOWS, proxy: Proxy(), setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify}
Session ID: 3674b18a-cb96-4be2-958f-ac6075bf551f
 [2023-04-12 13:42:36,713] Pre-Conditon - Step_01: Open browser and login to Admin page
 [2023-04-12 13:43:18,019] Admin_01 - Step_01: Click to 'Catalog' menu
 [2023-04-12 13:43:18,180] Admin_01 - Step_02: Click to 'Products' in 'Catalog' menu
 [2023-04-12 13:43:21,549] Admin_01 - Step_03: Enter to 'Product name' textbox
 [2023-04-12 13:43:21,773] Admin_01 - Step_04: Click to 'Search' button
 [2023-04-12 13:43:25,133] Admin_01 - Step_05: Verify 'Product name' is equals 'Lenovo IdeaCentre 600 All-in-One PC'
 [2023-04-12 13:43:25,276] Admin_01 - Step_06: Verify 'SKU' is equals 'LE_IC_600'
 [2023-04-12 13:43:25,364] Admin_01 - Step_07: Verify 'Price' is equals '500'
 [2023-04-12 13:43:25,425] Admin_01 - Step_08: Verify 'Stock quantity' is equals '10000'
 [2023-04-12 13:43:25,491] Admin_01 - Step_09: Verify 'Published icon' is displayed
 [2023-04-12 13:43:25,601] Admin_02 - Step_01: Click to 'Products' in 'Catalog' menu
 [2023-04-12 13:43:27,392] Admin_02 - Step_02: Enter to 'Product name' textbox
 [2023-04-12 13:43:27,566] Admin_02 - Step_03: Select 'Computers' in 'Catagory' dropdown
 [2023-04-12 13:43:27,948] Admin_02 - Step_04: Click to 'Search' button
 [2023-04-12 13:43:31,292] Admin_02 - Step_05: Verify 'No data available in table' message is displayed
 [2023-04-12 13:43:31,369] Admin_03 - Step_01: Click to 'Products' in 'Catalog' menu
 [2023-04-12 13:43:33,132] Admin_03 - Step_02: Enter to 'Product name' textbox
 [2023-04-12 13:43:33,334] Admin_03 - Step_03: Select 'Computers' in 'Catagory' dropdown
 [2023-04-12 13:43:33,732] Admin_03 - Step_04: Check to 'Search subcategories' checkbox
 [2023-04-12 13:43:34,066] Admin_03 - Step_05: Click to 'Search' button
 [2023-04-12 13:43:37,400] Admin_03 - Step_06: Verify 'Product name' is equals 'Lenovo IdeaCentre 600 All-in-One PC'
 [2023-04-12 13:43:37,500] Admin_04 - Step_01: Click to 'Products' in 'Catalog' menu
 [2023-04-12 13:43:39,173] Admin_04 - Step_02: Enter to 'Product name' textbox
 [2023-04-12 13:43:39,380] Admin_04 - Step_03: Select 'Computers >> Desktops' in 'Catagory' dropdown
 [2023-04-12 13:43:39,731] Admin_04 - Step_04: Click to 'Search' button
 [2023-04-12 13:43:43,092] Admin_04 - Step_05: Verify 'Product name' is equals 'Lenovo IdeaCentre 600 All-in-One PC'
 [2023-04-12 13:43:43,186] Admin_05 - Step_01: Click to 'Products' in 'Catalog' menu
 [2023-04-12 13:43:44,813] Admin_05 - Step_02: Enter to 'Product name' textbox
 [2023-04-12 13:43:45,041] Admin_05 - Step_03: Select 'All' in 'Catagory' dropdown
 [2023-04-12 13:43:45,143] Admin_05 - Step_04: Select 'Apple' in 'Manufacturer' dropdown
 [2023-04-12 13:43:45,508] Admin_05 - Step_05: Click to 'Search' button
 [2023-04-12 13:43:48,836] Admin_05 - Step_06: Verify 'No data available in table' message is displayed
 [2023-04-12 13:43:48,970] Admin_06 - Step_01: Click to 'Products' in 'Catalog' menu
 [2023-04-12 13:43:51,596] Admin_06 - Step_02: Enter to 'Go directly to product SKU' textbox
 [2023-04-12 13:43:51,785] Admin_06 - Step_03: Click to 'Go' button
 [2023-04-12 13:44:07,365] Admin_06 - Step_04: Verify 'Product name' is 'Lenovo IdeaCentre 600 All-in-One PC'
 [2023-04-12 13:44:17,962] Admin_07 - Step_01: Click to 'Customers' menu
 [2023-04-12 13:44:17,974] Admin_08 - Step_01: Click to 'Customers' in 'Customers' menu
 [2023-04-12 13:44:17,978] Admin_09 - Step_01: Click to 'Customers' in 'Customers' menu
 [2023-04-12 13:44:17,980] Admin_10 - Step_01: Click to 'Customers' in 'Customers' menu
 [2023-04-12 13:44:17,982] Admin_11 - Step_01: Click to 'Customers' in 'Customers' menu
 [2023-04-12 13:44:17,983] Admin_12 - Step_01: Click to 'Customers' in 'Customers' menu
 [2023-04-12 13:44:17,984] Admin_13 - Step_01: Click to 'Customers' in 'Customers' menu
 [2023-04-12 13:44:17,987] OS name = windows 11
 [2023-04-12 13:44:17,987] Driver instance name = firefoxdriver: firefox on windows (47238e08-ba6b-4efa-88c5-6a10c5274a6a)
 [2023-04-12 13:44:18,001] Tried to run command without establishing a connection
Build info: version: '3.141.59', revision: 'e82be7d358', time: '2018-11-14T08:25:53'
System info: host: 'GIGO', ip: '192.168.57.1', os.name: 'Windows 11', os.arch: 'amd64', os.version: '10.0', java.version: '11.0.15.1'
Driver info: org.openqa.selenium.firefox.FirefoxDriver
Capabilities {acceptInsecureCerts: true, browserName: firefox, browserVersion: 110.0, javascriptEnabled: true, moz:accessibilityChecks: false, moz:buildID: 20230214051806, moz:geckodriverVersion: 0.32.2, moz:headless: false, moz:platformVersion: 10.0, moz:processID: 13580, moz:profile: C:\Users\leduc\AppData\Loca..., moz:shutdownTimeout: 60000, moz:useNonSpecCompliantPointerOrigin: false, moz:webdriverClick: true, moz:windowless: false, pageLoadStrategy: normal, platform: WINDOWS, platformName: WINDOWS, proxy: Proxy(), setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify}
Session ID: 47238e08-ba6b-4efa-88c5-6a10c5274a6a
 [2023-04-12 13:44:27,150] Pre-Conditon - Step_01: Open browser and login to Admin page
 [2023-04-12 13:44:35,189] Admin_01 - Step_01: Click to 'Catalog' menu
 [2023-04-12 13:44:35,370] Admin_01 - Step_02: Click to 'Products' in 'Catalog' menu
 [2023-04-12 13:44:37,798] Admin_01 - Step_03: Enter to 'Product name' textbox
 [2023-04-12 13:44:37,967] Admin_01 - Step_04: Click to 'Search' button
 [2023-04-12 13:44:41,340] Admin_01 - Step_05: Verify 'Product name' is equals 'Lenovo IdeaCentre 600 All-in-One PC'
 [2023-04-12 13:44:41,469] Admin_01 - Step_06: Verify 'SKU' is equals 'LE_IC_600'
 [2023-04-12 13:44:41,561] Admin_01 - Step_07: Verify 'Price' is equals '500'
 [2023-04-12 13:44:41,649] Admin_01 - Step_08: Verify 'Stock quantity' is equals '10000'
 [2023-04-12 13:44:41,715] Admin_01 - Step_09: Verify 'Published icon' is displayed
 [2023-04-12 13:44:41,813] Admin_02 - Step_01: Click to 'Products' in 'Catalog' menu
 [2023-04-12 13:44:43,536] Admin_02 - Step_02: Enter to 'Product name' textbox
 [2023-04-12 13:44:43,683] Admin_02 - Step_03: Select 'Computers' in 'Catagory' dropdown
 [2023-04-12 13:44:44,059] Admin_02 - Step_04: Click to 'Search' button
 [2023-04-12 13:44:47,384] Admin_02 - Step_05: Verify 'No data available in table' message is displayed
 [2023-04-12 13:44:47,522] Admin_03 - Step_01: Click to 'Products' in 'Catalog' menu
 [2023-04-12 13:44:49,249] Admin_03 - Step_02: Enter to 'Product name' textbox
 [2023-04-12 13:44:49,447] Admin_03 - Step_03: Select 'Computers' in 'Catagory' dropdown
 [2023-04-12 13:44:49,833] Admin_03 - Step_04: Check to 'Search subcategories' checkbox
 [2023-04-12 13:44:50,142] Admin_03 - Step_05: Click to 'Search' button
 [2023-04-12 13:44:53,500] Admin_03 - Step_06: Verify 'Product name' is equals 'Lenovo IdeaCentre 600 All-in-One PC'
 [2023-04-12 13:44:53,629] Admin_04 - Step_01: Click to 'Products' in 'Catalog' menu
 [2023-04-12 13:44:55,246] Admin_04 - Step_02: Enter to 'Product name' textbox
 [2023-04-12 13:44:55,408] Admin_04 - Step_03: Select 'Computers >> Desktops' in 'Catagory' dropdown
 [2023-04-12 13:44:55,774] Admin_04 - Step_04: Click to 'Search' button
 [2023-04-12 13:44:59,095] Admin_04 - Step_05: Verify 'Product name' is equals 'Lenovo IdeaCentre 600 All-in-One PC'
 [2023-04-12 13:44:59,209] Admin_05 - Step_01: Click to 'Products' in 'Catalog' menu
 [2023-04-12 13:45:00,853] Admin_05 - Step_02: Enter to 'Product name' textbox
 [2023-04-12 13:45:01,087] Admin_05 - Step_03: Select 'All' in 'Catagory' dropdown
 [2023-04-12 13:45:01,219] Admin_05 - Step_04: Select 'Apple' in 'Manufacturer' dropdown
 [2023-04-12 13:45:01,592] Admin_05 - Step_05: Click to 'Search' button
 [2023-04-12 13:45:04,924] Admin_05 - Step_06: Verify 'No data available in table' message is displayed
 [2023-04-12 13:45:05,030] Admin_06 - Step_01: Click to 'Products' in 'Catalog' menu
 [2023-04-12 13:45:06,651] Admin_06 - Step_02: Enter to 'Go directly to product SKU' textbox
 [2023-04-12 13:45:06,792] Admin_06 - Step_03: Click to 'Go' button
 [2023-04-12 13:45:08,276] Admin_06 - Step_04: Verify 'Product name' is 'Lenovo IdeaCentre 600 All-in-One PC'
 [2023-04-12 13:45:12,462] Admin_06 - Step_05: Switch to 'Product Info Description' iframe
 [2023-04-12 13:45:12,583] Admin_06 - Step_06: Verify 'Lenovo IdeaCentre 600 All-in-One PC' infomation
 [2023-04-12 13:45:12,727] Admin_06 - Step_05: Switch to Default content
 [2023-04-12 13:45:12,738] Admin_07 - Step_01: Click to 'Customers' menu
 [2023-04-12 13:45:12,850] Admin_07 - Step_02: Click to 'Customers' in 'Customers' menu
 [2023-04-12 13:45:13,846] Admin_07 - Step_03: Click to 'Add new' button
 [2023-04-12 13:45:14,037] Admin_07 - Step_04: Enter to 'Email' textbox with value is 'automationfc67149@gmail.com'
 [2023-04-12 13:45:15,620] Admin_07 - Step_05: Enter to 'Password' textbox with value is '123456'
 [2023-04-12 13:45:16,852] Admin_07 - Step_06: Enter to 'First name' textbox with value is 'Automation'
 [2023-04-12 13:45:18,011] Admin_07 - Step_06: Enter to 'Last name' textbox with value is 'FC'
 [2023-04-12 13:45:19,167] Admin_07 - Step_08: Check to 'Male' in Gender radio
 [2023-04-12 13:45:19,504] Admin_07 - Step_09: Enter to 'Data of birth' with value is '1/1/2020'
 [2023-04-12 13:45:20,637] Admin_07 - Step_09: Enter to 'Company name' with value is 'AutomationFC'
 [2023-04-12 13:45:21,795] Admin_07 - Step_11: Check to 'Active' checkbox
 [2023-04-12 13:45:21,883] Admin_07 - Step_12: Enter to 'Admin comment' textbox with value is 'Add new customer (Guest)'
